Catalog,SMILES,SELFIES
S1092,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,[O][=c][c][c][Branch1_3][=S][-c][c][c][c][c][c][Ring1][Branch1_1][S][c][c][c][c][c][c][Ring1][Branch1_1][S][Ring1][Branch2_2][o][c][Branch1_3][Branch2_2][N][C][C][O][C][C][Ring1][Branch1_1][c][Ring2][epsilon][Branch1_3]
S1093,CCc1cc(Nc2nccc(-c3c(-c4ccc(OC)c(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1,[C][C][c][c][c][Branch2_3][Ring2][Ring1][N][c][n][c][c][c][Branch2_3][Ring1][Branch2_3][-c][c][Branch2_3][epsilon][=O][-c][c][c][c][Branch1_3][Ring1][O][C][c][Branch1_3][=C][C][Branch1_3][epsilon][=O][N][c][c][Branch1_3][epsilon][F][c][c][c][c][Ring1][Branch1_2][F][c][Ring1][=C][n][c][c][c][c][c][n][Ring2][epsilon][Branch2_2][Ring1][Branch1_1][n][Ring2][epsilon][=N][c][Branch1_3][Ring1][O][C][c][c][Ring2][Ring1][Ring2][N][C][C][C][Branch1_3][#C][N][C][C][N][Branch1_3][Branch2_2][S][Branch1_2][epsilon][C][Branch1_1][epsilon][=O][=O][C][C][Ring1][Branch2_2][C][C][Ring1][=N]
S1094,OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,[O][C][C][n][c][c][Branch2_3][epsilon][O][-c][c][n][c][n][n][n][Branch1_3][#N][C][c][c][c][c][n][c][c][c][c][Ring1][Branch1_1][c][Ring1][Branch2_2][c][Ring1][=N][n][Ring1][#C][c][n][Ring2][epsilon][Branch1_2]
S1095,O=C(/C=C/c1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO,[O][=C][Branch2_3][epsilon][=C][/C][=C][/c][c][c][c][Branch2_3][epsilon][Ring2][C][N][Branch1_3][Ring2][C][C][O][C][C][c][c][nHexpl][c][c][c][c][c][c][Ring1][Branch2_1][Ring1][Branch1_1][c][c][Ring2][epsilon][Ring1][N][O]
S1096,Cl.Cl.Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21,[Cl][.][Cl][.][C][n][c][c][Branch2_3][epsilon][F][C][N][C][C][C][C][N][Branch1_3][C][c][n][c][c][Branch1_3][Branch1_3][C][Branch1_3][epsilon][=O][N][O][c][n][Ring1][Branch2_2][C][C][Ring1][=N][c][c][c][c][c][c][Ring1][Branch1_1][Ring2][epsilon][Branch2_2]
S1097,CC1COC2(CCN(c3nc(=O)c4cc(C(F)(F)F)cc([N+](=O)[O-])c4s3)CC2)O1,[C][C][C][O][C][Branch2_3][Ring1][Branch1_3][C][C][N][Branch2_3][epsilon][#N][c][n][c][Branch1_3][epsilon][=O][c][c][c][Branch1_3][Branch2_2][C][Branch1_2][epsilon][F][Branch1_3][epsilon][F][F][c][c][Branch1_3][Branch1_2][N+expl][Branch1_3][epsilon][=O][O-expl][c][Ring1][O][s][Ring1][C][C][C][Ring2][epsilon][Branch1_1][O][Ring2][epsilon][Branch2_2]
S1100,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,[O][=C][Branch1_3][epsilon][O][c][c][c][c][Branch2_3][Ring1][Ring1][N][c][n][c][c][c][Branch1_3][Ring2][n][Ring1][Branch1_1][-c][c][c][c][Branch1_3][epsilon][Cl][c][c][Ring1][Branch1_2][C][Branch1_2][=O][c][c][Branch1_3][epsilon][F][c][c][c][c][Ring1][Branch1_2][F][=N][C][Ring1][S][c][c][Ring2][epsilon][O]
S1101,Cl.Cl.Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,[Cl][.][Cl][.][Cl][c][c][c][c][Branch2_3][epsilon][Branch2_1][N][c][n][n][c][Branch1_3][Branch2_3][C][c][c][c][n][c][c][Ring1][Branch1_1][c][c][c][c][c][c][Ring1][#N][Ring1][Branch1_1][c][c][Ring2][epsilon][Branch1_1]
S1102,CCO.N#CC(=C(\N)Sc1ccccc1N)/C(C#N)=C(/N)Sc1ccccc1N,[C][C][O][.][N][#C][C][Branch1_3][=N][=C][Branch1_3][epsilon][\N][S][c][c][c][c][c][c][Ring1][Branch1_1][N][/C][Branch1_2][Ring1][C][#N][=C][Branch1_3][epsilon][/N][S][c][c][c][c][c][c][Ring1][Branch1_1][N]
S1103,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,[C][O][c][c][c][c][Branch2_3][epsilon][Branch1_2][N][c][c][c][c][Branch1_3][N][N][C][Branch1_3][epsilon][=O][c][c][c][c][c][c][Ring1][Branch1_1][c][c][Ring1][N][n][c][n][c][Ring2][epsilon][Ring1][c][c][Ring2][epsilon][Branch1_3][O][C][C][C][N][C][C][O][C][C][Ring1][Branch1_1]
S1104,OCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,[O][C][C][n][c][c][Branch1_3][=C][-c][c][c][c][c][Branch1_3][Ring2][c][Ring1][Branch1_1][C][C][/C][Ring1][Branch1_1][=N][\O][c][Branch1_3][Branch2_2][-c][c][c][n][c][c][Ring1][Branch1_1][n][Ring2][epsilon][Ring1]
S1105,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,[O][=c][c][c][Branch1_3][Branch2_2][N][C][C][O][C][C][Ring1][Branch1_1][o][c][c][Branch1_3][Branch2_2][-c][c][c][c][c][c][Ring1][Branch1_1][c][c][c][c][Ring2][epsilon][Ring1][Ring1][F]
S1106,NCC(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(ccc4ccccc43)c2)cc1,[N][C][C][Branch1_3][epsilon][=O][N][c][c][c][c][Branch2_3][epsilon][=S][-n][n][c][Branch1_3][Branch2_2][C][Branch1_2][epsilon][F][Branch1_3][epsilon][F][F][c][c][Ring1][Branch2_1][-c][c][c][c][c][Branch1_3][=O][c][c][c][c][c][c][c][c][Ring1][Branch1_1][Ring1][Branch2_2][c][Ring1][=O][c][c][Ring2][epsilon][Branch2_3]
S1107,COC(C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,[C][O][C][Branch2_3][Ring1][Branch2_1][C][Branch1_3][epsilon][=O][N][C][c][nHexpl][n][c][Branch2_3][epsilon][Branch2_1][N][C][Branch1_3][epsilon][=O][c][c][c][c][Branch1_3][O][N][C][C][N][Branch1_3][epsilon][C][C][C][Ring1][Branch1_2][c][c][Ring1][O][c][Ring1][S][C][Ring2][epsilon][Branch1_1][c][c][c][c][c][c][Ring1][Branch1_1]
S1109,CCC1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,[C][C][C][C][Branch1_3][epsilon][=O][N][Branch1_3][epsilon][C][c][c][n][c][Branch2_3][epsilon][F][N][c][c][c][c][Branch1_3][C][C][Branch1_3][epsilon][=O][N][C][C][C][N][Branch1_3][epsilon][C][C][C][Ring1][Branch1_2][c][c][Ring1][=N][O][C][n][c][Ring2][epsilon][Branch1_2][N][Ring2][epsilon][O][C][C][C][C][C][Ring1][Ring2]
S1110,CCc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccc2n1Cc1ccccc1,[C][C][c][c][Branch1_3][Branch2_3][C][Branch1_3][epsilon][=O][C][Branch1_2][epsilon][N][=O][c][c][Branch1_3][Branch2_1][O][C][C][Branch1_3][epsilon][=O][O][c][c][c][c][Ring1][Branch2_3][n][Ring1][=C][C][c][c][c][c][c][c][Ring1][Branch1_1]
S1111,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,[C][O][c][c][c][c][Branch2_3][Ring1][Ring2][O][c][c][c][c][Branch2_3][epsilon][Branch2_3][N][C][Branch1_3][epsilon][=O][C][Branch1_3][C][C][Branch1_3][epsilon][=O][N][c][c][c][c][Branch1_3][epsilon][F][c][c][Ring1][Branch1_2][C][C][Ring1][O][c][c][Ring2][epsilon][Ring1][F][c][c][n][c][Ring2][epsilon][F][c][c][Ring2][epsilon][=N][O][C][C][C][N][C][C][O][C][C][Ring1][Branch1_1]
S1113,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCC3CCCNC3)c21,[C][C][n][c][Branch1_3][Branch2_2][-c][n][o][n][c][Ring1][Ring2][N][n][c][c][Branch1_3][F][C][#C][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][O][n][c][c][Branch1_3][F][O][C][C][C][C][C][N][C][Ring1][Branch1_1][c][Ring1][#C][Ring2][epsilon][Branch2_3]
S1114,Cn1cc(-c2ccc3nnc(C(F)(F)c4ccc5ncccc5c4)n3n2)cn1,[C][n][c][c][Branch2_3][epsilon][S][-c][c][c][c][n][n][c][Branch2_3][epsilon][Ring1][C][Branch1_2][epsilon][F][Branch1_3][epsilon][F][c][c][c][c][n][c][c][c][c][Ring1][Branch1_1][c][Ring1][Branch2_2][n][Ring1][C][n][Ring2][epsilon][Ring1][c][n][Ring2][epsilon][Branch2_1]
S1115,CC(C)(F)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,[C][C][Branch1_2][epsilon][C][Branch1_3][epsilon][F][C][C][Branch2_3][Ring1][Ring1][N][C][Branch2_3][epsilon][Branch2_3][c][c][c][c][Branch1_3][#C][-c][c][c][c][Branch1_3][Branch2_2][S][Branch1_2][epsilon][C][Branch1_1][epsilon][=O][=O][c][c][Ring1][Branch2_2][c][c][Ring1][=N][C][Branch1_2][epsilon][F][Branch1_3][epsilon][F][F][C][Branch1_3][epsilon][=O][N][C][Branch1_3][Ring1][C][#N][C][C][Ring1][Ring2]
S1117,CN1N=C(N)c2cn(C3OC(CO)C(O)C3O)c3ncnc1c23,[C][N][N][=C][Branch1_3][epsilon][N][c][c][n][Branch1_3][#N][C][O][C][Branch1_3][Ring1][C][O][C][Branch1_3][epsilon][O][C][Ring1][Branch1_3][O][c][n][c][n][c][Ring1][S][c][Ring1][C][Ring1][Branch1_1]
S1119,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,[C][O][c][c][c][n][c][c][c][Branch2_3][Ring1][Ring1][O][c][c][c][c][Branch2_3][epsilon][Branch2_3][N][C][Branch1_3][epsilon][=O][C][Branch1_3][C][C][Branch1_3][epsilon][=O][N][c][c][c][c][Branch1_3][epsilon][F][c][c][Ring1][Branch1_2][C][C][Ring1][O][c][c][Ring2][epsilon][Ring1][c][Ring2][epsilon][Branch2_3][c][c][Ring2][epsilon][N][O][C]
S1121,CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O,[C][C][Branch1_3][epsilon][C][c][c][c][c][c][c][Ring1][Branch1_1][C][c][c][c][Branch2_3][epsilon][=S][C][Branch1_3][epsilon][=O][N][c][c][c][c][Branch2_3][epsilon][Branch1_1][S][Branch1_1][epsilon][=O][Branch1_3][epsilon][=O][c][c][c][c][c][c][Ring1][Branch1_1][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][C][c][c][Ring1][=C][c][Branch1_3][epsilon][O][c][Branch1_3][epsilon][O][c][Ring2][epsilon][F][O]
S1122,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,[N][c][c][c][c][c][c][Ring1][Branch1_1][N][C][Branch1_3][epsilon][=O][c][c][c][c][Branch1_3][=S][C][N][c][n][c][c][c][Branch1_3][Branch2_2][-c][c][c][c][n][c][Ring1][Branch1_1][n][Ring1][F][c][c][Ring1][#C]
S1124,CC1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,[C][C][Branch1_3][C][C][Branch1_3][epsilon][=O][N][c][c][c][c][Branch1_3][epsilon][F][n][c][Ring1][Branch1_2][C][C][C][N][Ring1][N][c][n][c][Branch1_3][#N][N][c][c][c][Branch1_3][Branch1_2][C][C][C][Ring1][epsilon][nHexpl][n][Ring1][Branch1_3][c][c][c][c][n][Ring1][Ring2][n][Ring1][C]
S1132,NC(=O)c1cccc(N)c1,[N][C][Branch1_3][epsilon][=O][c][c][c][c][c][Branch1_3][epsilon][N][c][Ring1][Branch1_2]
S1133,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,[C][O][c][c][c][Branch2_3][Ring1][Branch1_1][N][c][n][c][c][c][Branch1_3][Ring2][n][Ring1][Branch1_1][-c][c][c][c][Branch1_3][epsilon][Cl][c][c][Ring1][Branch1_2][C][Branch1_2][N][c][c][Branch1_3][epsilon][F][c][c][c][c][Ring1][Branch1_2][O][C][=N][C][Ring2][epsilon][Ring1][c][c][c][Ring2][epsilon][=O][C][Branch1_3][epsilon][=O][O]
S1134,O=C(Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1)NC1CC1,[O][=C][Branch2_3][epsilon][N][N][c][c][nHexpl][n][c][Ring1][Ring2][-c][n][c][c][c][Branch1_3][Branch2_3][C][N][C][C][O][C][C][Ring1][Branch1_1][c][c][c][Ring1][O][nHexpl][Ring1][=N][N][C][C][C][Ring1][epsilon]
S1138,Cc1cc2c(F)c(Oc3ncnn4cc(OCC(C)OC(=O)C(C)N)c(C)c34)ccc2[nH]1,[C][c][c][c][c][Branch1_3][epsilon][F][c][Branch2_3][epsilon][C][O][c][n][c][n][n][c][c][Branch1_3][C][O][C][C][Branch1_3][epsilon][C][O][C][Branch1_3][epsilon][=O][C][Branch1_3][epsilon][C][N][c][Branch1_3][epsilon][C][c][Ring1][#C][Ring1][=N][c][c][c][Ring2][epsilon][Branch2_2][nHexpl][Ring2][epsilon][O]
S1141,C=CCNC1=C2CC(C)CC(OC)C(O)C(C)/C=C(\C)C(OC(N)=O)C(OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,[C][=C][C][N][C][=C][C][C][Branch1_3][epsilon][C][C][C][Branch1_3][Ring1][O][C][C][Branch1_3][epsilon][O][C][Branch1_3][epsilon][C][/C][=C][Branch1_3][epsilon][\C][C][Branch1_3][Branch1_3][O][C][Branch1_2][epsilon][N][=O][C][Branch1_3][Ring1][O][C][/C][=C][\C][=C][Branch1_3][epsilon][/C][C][Branch1_3][epsilon][=O][N][C][Branch1_3][Branch1_3][=C][C][Ring2][epsilon][#N][=O][C][Ring2][epsilon][C][=O]
S1142,COC1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(CC(C)CC(OC)C(O)C(C)/C=C(\C)C1OC(N)=O)C2=O.Cl,[C][O][C][/C][=C][\C][=C][Branch1_3][epsilon][/C][C][Branch1_3][epsilon][=O][N][C][=C][C][Branch1_3][epsilon][=O][C][Branch1_2][Branch2_2][N][C][C][N][Branch1_3][epsilon][C][C][=C][Branch2_3][epsilon][#N][C][C][Branch1_3][epsilon][C][C][C][Branch1_3][Ring1][O][C][C][Branch1_3][epsilon][O][C][Branch1_3][epsilon][C][/C][=C][Branch1_3][epsilon][\C][C][Ring2][epsilon][C][O][C][Branch1_2][epsilon][N][=O][C][Ring2][epsilon][=O][=O][.][Cl]
S1143,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,[N][#C][/C][Branch1_3][#N][=C][\c][c][c][c][Branch1_3][epsilon][O][c][Branch1_3][epsilon][O][c][Ring1][Branch1_3][C][Branch1_3][epsilon][=O][N][C][c][c][c][c][c][c][Ring1][Branch1_1]
S1145,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,[C][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][c][c][n][c][Branch2_3][epsilon][Branch1_2][C][S][c][c][n][c][Branch1_3][N][N][C][Branch1_3][epsilon][=O][C][C][C][N][C][C][Ring1][Branch1_1][s][Ring1][=O][o][Ring1][S]
S1147,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)n[nH]3)ncnc2c1,[C][C][N][Branch1_3][Ring2][C][C][O][C][C][C][O][c][c][c][c][c][Branch2_3][epsilon][Branch2_2][N][c][c][c][Branch1_3][=C][C][C][Branch1_3][epsilon][=O][N][c][c][c][c][c][Branch1_3][epsilon][F][c][Ring1][Branch1_2][n][nHexpl][Ring1][=N][n][c][n][c][Ring2][epsilon][Ring2][c][Ring2][epsilon][Branch2_1]
S1148,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,[C][C][Branch1_3][epsilon][=O][O][C][C][O][C][Ring1][Ring1][C][C][Branch1_3][epsilon][O][C][Branch1_3][epsilon][C][C][Branch1_3][epsilon][=O][C][Branch1_3][epsilon][O][C][=C][Branch1_3][epsilon][C][C][Branch2_3][epsilon][#N][O][C][Branch1_3][epsilon][=O][C][Branch1_3][epsilon][O][C][Branch1_3][=N][N][C][Branch1_3][epsilon][=O][O][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][C][c][c][c][c][c][c][Ring1][Branch1_1][C][C][Branch1_2][epsilon][O][Branch2_3][epsilon][Branch1_1][C][Branch1_3][N][O][C][Branch1_3][epsilon][=O][c][c][c][c][c][c][Ring1][Branch1_1][C][Ring2][Ring1][O][Ring2][Ring1][Branch1_1][C][Ring2][epsilon][S][Branch1_3][epsilon][C][C]
S1152,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,[C][C][C][S][Branch1_1][epsilon][=O][Branch1_3][epsilon][=O][N][c][c][c][c][Branch1_3][epsilon][F][c][Branch1_3][=S][C][Branch1_3][epsilon][=O][c][c][nHexpl][c][n][c][c][Branch1_3][epsilon][Cl][c][c][Ring1][Branch2_2][Ring1][Branch1_2][c][Ring1][=C][F]
S1153,CCC(CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,[C][C][C][Branch1_3][Ring1][C][O][N][c][n][c][Branch1_3][F][N][C][c][c][c][c][c][c][Ring1][Branch1_1][c][n][c][n][Branch1_3][Branch1_2][C][Branch1_3][epsilon][C][C][c][Ring1][Branch1_3][n][Ring1][#C]
S1154,CS(=O)(=O)O.O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,[C][S][Branch1_1][epsilon][=O][Branch1_3][epsilon][=O][O][.][O][=C][Branch1_3][=O][N][c][c][c][c][c][Branch1_3][epsilon][Cl][c][Ring1][Branch1_2][N][c][n][c][c][Branch1_3][C][C][C][N][c][n][c][n][c][c][c][s][c][Ring1][Branch2_1][Ring1][Ring2][s][Ring1][#N]
S1155,Cc1ccc(S(=O)(=O)OCC(=O)Nc2ccc(C(=O)O)c(O)c2)cc1,[C][c][c][c][c][Branch2_3][epsilon][N][S][Branch1_1][epsilon][=O][Branch1_3][epsilon][=O][O][C][C][Branch1_3][epsilon][=O][N][c][c][c][c][Branch1_3][Branch1_2][C][Branch1_3][epsilon][=O][O][c][Branch1_3][epsilon][O][c][Ring1][Branch2_2][c][c][Ring2][epsilon][Branch1_1]
S1158,O=C(O)Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1,[O][=C][Branch1_3][epsilon][O][C][n][n][n][c][Branch2_3][epsilon][=N][-c][c][c][Branch2_3][epsilon][Branch1_1][N][C][C][C][Branch1_3][N][O][c][c][c][Branch1_3][epsilon][F][c][c][c][Ring1][Branch1_2][Br][C][C][Ring1][N][n][o][Ring1][#C][n][Ring2][epsilon][Branch1_2]
S1159,CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O,[C][C][Branch1_3][epsilon][C][c][c][c][Branch2_3][epsilon][Branch2_1][-c][n][nHexpl][c][Branch1_3][epsilon][=O][n][Ring1][Branch1_1][-c][c][c][c][c][Branch1_3][Branch1_3][c][c][n][Ring1][Ring2][C][c][Ring1][Branch2_2][c][Branch1_3][epsilon][O][c][c][Ring2][epsilon][Ring2][O]
S1163,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,[C][C][Branch1_3][epsilon][C][c][c][c][Branch2_3][epsilon][=O][C][Branch1_3][epsilon][=O][N][C][c][c][c][c][Branch1_3][=O][C][N][C][C][N][Branch1_3][epsilon][C][C][C][Ring1][Branch1_2][c][c][Ring1][=O][C][Ring1][#N][c][Branch1_3][epsilon][O][c][c][Ring2][epsilon][Branch1_3][O]
S1164,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,[C][O][c][c][c][n][c][c][c][Branch2_3][epsilon][Branch1_3][O][c][c][c][c][Branch1_3][O][N][C][Branch1_3][epsilon][=O][N][C][C][C][Ring1][epsilon][c][Branch1_3][epsilon][Cl][c][Ring1][=O][c][Ring1][S][c][c][Ring2][epsilon][Branch1_2][C][Branch1_2][epsilon][N][=O]
S1165,COc1ccc(S(=O)(=O)Nc2cccnc2Nc2ccc(O)cc2)cc1,[C][O][c][c][c][c][Branch2_3][epsilon][Branch2_3][S][Branch1_1][epsilon][=O][Branch1_3][epsilon][=O][N][c][c][c][c][n][c][Ring1][Branch1_1][N][c][c][c][c][Branch1_3][epsilon][O][c][c][Ring1][Branch1_2][c][c][Ring2][epsilon][Branch1_1]
S1167,COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,[C][O][C][C][Branch1_3][epsilon][=O][N][C][/C][=C][/c][c][c][c][n][c][n][c][Branch2_3][epsilon][Branch2_1][N][c][c][c][c][Branch1_3][=O][O][c][c][c][c][Branch1_3][epsilon][C][n][c][Ring1][Branch1_2][c][Branch1_3][epsilon][C][c][Ring1][N][c][Ring2][epsilon][Ring1][c][Ring2][epsilon][Branch1_3]
S1169,Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,[C][c][c][c][Branch1_3][N][C][Branch1_3][epsilon][C][N][c][c][c][c][c][c][Ring1][Branch1_1][c][n][c][Branch1_3][Branch2_2][N][C][C][O][C][C][Ring1][Branch1_1][c][c][Branch1_3][epsilon][=O][n][Ring1][O][c][Ring2][epsilon][Branch1_3]
S1170,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1,[C][=C][C][Branch1_3][epsilon][=O][N][c][c][c][c][c][Branch2_3][epsilon][C][O][c][n][c][Branch2_3][epsilon][Ring2][N][c][c][c][c][Branch1_3][O][N][C][C][N][Branch1_3][epsilon][C][C][C][Ring1][Branch1_2][c][c][Ring1][O][n][c][c][Ring1][#C][Cl][c][Ring2][epsilon][Branch2_2]
S1171,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,[C][c][n][c][Branch1_3][epsilon][N][s][c][Ring1][Branch1_1][-c][c][c][n][c][Branch1_3][S][N][c][c][c][c][Branch1_3][Branch2_2][N][C][C][O][C][C][Ring1][Branch1_1][c][c][Ring1][F][n][Ring1][=C]
S1172,c1ccc2c(CCNc3ccc(Nc4ccncc4)cc3)c[nH]c2c1,[c][c][c][c][c][Branch2_3][epsilon][Ring2][C][C][N][c][c][c][c][Branch1_3][Branch2_3][N][c][c][c][n][c][c][Ring1][Branch1_1][c][c][Ring1][O][c][nHexpl][c][Ring1][S][c][Ring2][epsilon][Branch1_2]
S1173,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,[C][=C][C][Branch1_3][epsilon][=O][N][c][c][c][c][c][Branch2_3][epsilon][S][O][c][n][c][Branch2_3][epsilon][Branch1_2][N][c][c][c][c][Branch1_3][O][N][C][C][N][Branch1_3][epsilon][C][C][C][Ring1][Branch1_2][c][c][Ring1][O][O][C][n][c][c][Ring2][epsilon][Ring1][Cl][c][Ring2][epsilon][F]
S1175,COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc32)c1C,[C][O][c][c][Branch1_3][epsilon][C][c][n][c][Branch1_3][=S][C][n][c][n][c][c][Branch1_3][epsilon][Cl][n][c][Branch1_3][epsilon][N][n][c][Ring1][Branch1_3][Ring1][Branch2_3][c][Ring1][=C][C]
S1177,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,[C][O][c][c][c][c][c][Branch1_3][=C][-c][c][c][Branch1_3][epsilon][=O][c][c][c][c][c][c][Ring1][Branch1_1][o][Ring1][Branch2_3][c][Ring1][#N][N]
S1178,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,[C][N][C][Branch1_3][epsilon][=O][c][c][c][Branch2_3][Ring1][Branch1_1][O][c][c][c][c][Branch2_3][epsilon][Branch2_2][N][C][Branch1_3][epsilon][=O][N][c][c][c][c][Branch1_3][epsilon][Cl][c][Branch1_3][Branch2_2][C][Branch1_2][epsilon][F][Branch1_3][epsilon][F][F][c][Ring1][Branch2_3][c][Branch1_3][epsilon][F][c][Ring2][epsilon][Ring1][c][c][n][Ring2][epsilon][Branch2_3]
S1179,C=CC(=O)Nc1cccc(Sc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1,[C][=C][C][Branch1_3][epsilon][=O][N][c][c][c][c][c][Branch2_3][epsilon][C][S][c][n][c][Branch2_3][epsilon][Ring2][N][c][c][c][c][Branch1_3][O][N][C][C][N][Branch1_3][epsilon][C][C][C][Ring1][Branch1_2][c][c][Ring1][O][n][c][c][Ring1][#C][Cl][c][Ring2][epsilon][Branch2_2]
S1180,Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,[O][c][n][c][Branch1_3][#C][-c][c][c][c][Branch1_3][Branch2_2][C][Branch1_2][epsilon][F][Branch1_3][epsilon][F][F][c][c][Ring1][Branch2_2][n][c][c][Ring1][=N][C][S][C][C][Ring1][Branch1_1]
S1181,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,[C][c][c][c][Branch2_3][epsilon][#N][N][c][c][c][Branch1_3][O][N][C][C][N][Branch1_3][epsilon][C][C][C][Ring1][Branch1_2][n][c][Branch1_3][F][/C][=C][/c][c][c][c][c][c][Ring1][Branch1_1][n][Ring1][S][n][nHexpl][Ring2][epsilon][Branch2_1]
S1183,CC(C)(C)OC(=O)NC1CCCCC/C=C\C2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2CC(OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O,[C][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][O][C][Branch1_3][epsilon][=O][N][C][C][C][C][C][C][/C][=C][\C][C][C][Ring1][epsilon][Branch1_3][=C][C][Branch1_3][epsilon][=O][N][S][Branch1_1][epsilon][=O][Branch1_3][epsilon][=O][C][C][C][Ring1][epsilon][N][C][Branch1_3][epsilon][=O][C][C][C][Branch2_3][epsilon][Ring1][O][C][Branch1_3][epsilon][=O][N][C][c][c][c][c][c][Branch1_3][epsilon][F][c][Ring1][Branch1_2][C][Ring1][Branch2_2][C][N][Ring1][C][C][Ring2][Ring1][Ring1][=O]
